,x,y,time,displacement,speed,acceleration,angles
0,0.0,0.0,0.0,,,,
1,6.197546658778589,7.71934180621627,0.02,9.899384956093783,494.96924780468913,,51.24043132224227
2,10.624203539175479,16.693943860280218,0.04,10.006936252698623,500.3468126349311,268.87824151209827,63.745517397354014
3,14.700340266304195,26.072877523035814,0.06,10.22640148188099,511.3200740940496,548.6630729559239,66.50996622446627
4,23.941128928200705,28.22749878898407,0.08,9.488654693554379,474.4327346777188,-1844.3669708165369,13.124832696361459
5,33.8467443835369,29.125188452135774,0.1,9.946208537946745,497.31042689733715,1143.884610980916,5.178246050963838
6,43.42844195267391,28.2894514254653,0.12,9.618075934621956,480.90379673109805,-820.3315083119553,4.984850077277129
7,52.98117057670113,27.05635996544651,0.14,9.631985190659314,481.5992595329653,34.77314009336109,7.355218917079585
8,62.37449446404736,22.612652491630044,0.16,10.391394024164494,519.569701208225,1898.522083762985,25.317465184005815
9,71.35595667511413,18.120410139810925,0.18,10.04225596150077,502.1127980750387,-872.8451566593127,26.572763258161693
10,79.21542098576,11.468282803630796,0.2,10.29669739999536,514.8348699997675,636.1035962364406,40.24405278173448
11,81.30428702443288,1.738260731313991,0.22,9.951717985116597,497.5858992558301,-862.4485371968722,77.88350539107367
12,87.45197088153851,-6.285421571027106,0.24,10.108090546479039,505.4045273239522,390.93140340610563,52.54094095835257
13,96.26197826266547,-10.831250022472858,0.26,9.913666645872507,495.6833322936249,-486.05975151636426,27.29303884474059
14,105.45277467289714,-7.177016615324432,0.28,9.890609710642057,494.5304855321024,-57.642338076126926,21.682621813541417
15,114.63616584120865,-3.2569406999925934,0.3,9.985072284775244,499.25361423876313,236.15643533303842,23.115980078742325
16,124.459766998258,-1.2542304954853924,0.32,10.025666454456713,501.28332272283524,101.48542420360505,11.522826118293883
17,134.7400363898979,-1.9912349681288766,0.34,10.306653887532306,515.3326943766149,702.4685826889817,4.100585538743438
18,141.35265600608636,-9.440228150960163,0.36,9.960634398785416,498.03171993927174,-865.0487218671587,48.40389718655608
19,150.80516329753775,-12.92953093546961,0.38,10.075967845171348,503.798392258567,288.3336159647624,20.26114322951212
20,156.95686912754957,-20.748192091981075,0.4,9.948615325729635,497.43076628648134,-318.3812986042821,51.80440731144172
21,157.6994920888248,-30.749633138747946,0.42,10.02897362019496,501.448681009749,200.89573616338365,85.75348957388759
22,157.41996548996502,-40.483385007082546,0.44,9.737764658985009,486.88823294925004,-728.0224030249478,88.35507477901174
23,164.11434847285028,-48.20339625295074,0.46,10.218284452777535,510.9142226388763,1201.2994844813124,49.06991098294652
24,171.4349460135164,-54.8619396054736,0.48,9.895824772591377,494.79123862956976,-806.1492004653289,42.28848945584998
25,174.5911123518719,-64.35956125283926,0.5,10.008306695534325,500.4153347767158,281.20480735730075,71.61777327884839
26,174.23605302882015,-74.31039867010583,0.52,9.957169900516833,497.8584950258412,-127.84198754372926,87.95647612717808
27,177.0241910509254,-84.11874507190797,0.54,10.19692957551703,509.84647877585104,599.3991875004917,74.13157501135696
28,178.99891744991825,-94.02823538977785,0.56,10.104332868172753,505.2166434086372,-231.49176836069196,78.72994414438757
29,177.132251949862,-103.85511380944624,0.58,10.002598640555593,500.129932027782,-254.3355690427615,79.24451685084564
30,174.1405078729313,-113.43377211127822,0.6,10.035000123821854,501.75000619109227,81.00370816551383,72.65462207840979
31,174.84267328036393,-123.47794651966728,0.62,10.068687888972073,503.4343944486032,84.21941287554652,86.00108813918898
32,183.68753088602915,-128.45966979819562,0.64,10.151308924878855,507.5654462439423,206.55258976695433,29.389684277474494
33,187.951578914989,-137.61696269344827,0.66,10.101391922043272,505.06959610216313,-124.79250708895779,65.03119224894515
34,189.20573512753154,-147.79704081929708,0.68,10.257041408410343,512.8520704205167,389.1237159176793,82.97671486230264
35,186.35963663407404,-157.72065877504818,0.7,10.323684902502917,516.1842451251482,166.60873523157497,73.99708267022191
36,176.27072713338313,-158.54931234643323,0.72,10.122883070276982,506.14415351384866,-502.0045805649768,4.6954546130956745
37,167.22953374159027,-154.93872265471586,0.74,9.73547820447124,486.7739102235616,-968.512164514353,21.769237382417565
38,160.73054429229467,-146.88411534512835,0.76,10.349568240932381,517.4784120466186,1535.2250911528488,51.10111730343791
39,150.86298077983125,-143.50540064274676,0.78,10.42998191333949,521.4990956669741,201.03418101777476,18.901520646442155
40,141.703481553426,-139.67754544293265,0.8,9.927179937387164,496.3589968693578,-1257.0049398808142,22.680585045041152
41,138.17927248084106,-130.40765821566245,0.82,9.91720014891286,495.8600074456453,-24.94947118562448,69.18428754072713
42,132.1008912605343,-122.99231858838316,0.84,9.588220901047107,479.4110450523549,-822.4481196645194,50.65840047582981
43,127.15629288594506,-114.12145574150564,0.86,10.155848597438933,507.7924298719462,1419.0692409795631,60.86480591593928
44,130.63612160129358,-104.96176207749063,0.88,9.798428236546963,489.9214118273477,-893.5509022299235,69.19788182731516
45,137.00300495335372,-96.78162979379431,0.9,10.365894452362102,518.2947226181046,1418.6655395378452,52.105128669066524
46,144.76546581078165,-91.29705796808659,0.92,9.504542423202054,475.2271211601023,-2153.3800729001155,35.243141768437916
47,154.621416737298,-89.52222592920289,0.94,10.014479388972086,500.7239694486066,1274.8424144252228,10.208258041950746
48,164.56809315051973,-87.57806680455518,0.96,10.134896465741143,506.7448232870567,301.0426919225037,11.059496148659345
49,170.48954839505132,-95.53631360800436,0.98,9.91954254981548,495.97712749077357,-538.3847898141563,53.34834452116257
50,175.25763711361276,-104.14496018290835,1.0,9.840907777216442,492.0453888608217,-196.58693149759455,61.01915690627826
51,183.78098628854102,-109.46961393675016,1.02,10.049846703112038,502.4923351556015,522.3473147389906,31.993589359961
52,193.58939971088492,-110.77184260453642,1.04,9.89448196556143,494.7240982780711,-388.4118438765196,7.562730827690236
53,202.64908194158832,-106.70320503663177,1.06,9.931347027482627,496.5673513741309,92.16265480299049,24.18450250002439
54,208.20001962554846,-98.39479763671484,1.08,9.992124033167483,499.6062016583737,151.94251421214048,56.25268258810234
55,206.67567574385268,-88.62445779622665,1.1,9.88853704388542,494.4268521942705,-258.96747320516033,81.13234575847532
56,210.59222743690083,-79.47291889092496,1.12,9.954398098306537,497.7199049153264,164.6526360527956,66.83069952015848
57,210.4039599278037,-69.31729311817749,1.14,10.157370697728537,507.86853488643203,507.4314985552855,88.93795828206783
58,218.24886073195012,-63.24279699291255,1.16,9.921792771609164,496.08963858045774,-588.9448152987137,37.751483643696666
59,227.64788786597305,-59.73236551724155,1.18,10.033186941918355,501.6593470959173,278.48542577297883,20.480097648237038
60,235.77765260973223,-65.29174144255028,1.2,9.84884437219779,492.4422186098891,-460.8564243014111,34.365486393232786
61,245.931131145462,-66.06200626226048,1.22,10.182653596583169,509.132679829158,834.5230609634448,4.338272013809189
62,254.0204039362539,-60.632283638337285,1.24,9.742598321628051,487.12991608140214,-1100.1381873877922,33.87050200170875
63,263.0007611822596,-55.81403332910484,1.26,10.191288059333132,509.5644029666562,1121.7243442627014,28.214988036860216
64,264.7845086966889,-46.590337021624684,1.28,9.394590399152884,469.7295199576438,-1991.7441504506182,79.05482325357099
65,269.7340982217958,-38.11153574865901,1.3,9.817764892962794,490.8882446481393,1057.9362345247735,59.72530392245554
